season,date,home_team,away_team,home_goals,away_goals,score,result,venue
2023-2024,2023-12-02,Girona,Valencia,2.0,1.0,2–1,Home Win,Estadi Municipal de Montilivi
2023-2024,2023-12-02,Athletic Club,Rayo Vallecano,4.0,0.0,4–0,Home Win,San Mamés
2023-2024,2023-12-02,Real Madrid,Granada,2.0,0.0,2–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2023-12-02,Osasuna,Real Sociedad,1.0,1.0,1–1,Draw,Estadio El Sadar
2023-2024,2023-12-03,Mallorca,Alavés,0.0,0.0,0–0,Draw,Estadi Mallorca Son Moix
2023-2024,2023-12-03,Almería,Betis,0.0,0.0,0–0,Draw,Power Horse Stadium
2023-2024,2023-12-03,Sevilla,Villarreal,1.0,1.0,1–1,Draw,Estadio Ramón Sánchez Pizjuán
2023-2024,2023-12-03,Barcelona,Atlético Madrid,1.0,0.0,1–0,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2023-12-04,Celta Vigo,Cádiz,1.0,1.0,1–1,Draw,Estadio Abanca Balaídos
2023-2024,2023-12-08,Getafe,Valencia,1.0,0.0,1–0,Home Win,Coliseum Alfonso Pérez
2023-2024,2023-12-09,Alavés,Las Palmas,0.0,1.0,0–1,Away Win,Estadio de Mendizorroza
2023-2024,2023-12-09,Betis,Real Madrid,1.0,1.0,1–1,Draw,Estadio Benito Villamarín
2023-2024,2023-12-09,Villarreal,Real Sociedad,0.0,3.0,0–3,Away Win,Estadio de la Cerámica
2023-2024,2023-12-09,Mallorca,Sevilla,1.0,0.0,1–0,Home Win,Estadi Mallorca Son Moix
2023-2024,2023-12-10,Atlético Madrid,Almería,2.0,1.0,2–1,Home Win,Estadio Cívitas Metropolitano
2023-2024,2023-12-10,Cádiz,Osasuna,1.0,1.0,1–1,Draw,Estadio Nuevo Mirandilla
2023-2024,2023-12-10,Barcelona,Girona,2.0,4.0,2–4,Away Win,Estadi Olímpic Lluís Companys
2023-2024,2023-12-11,Granada,Athletic Club,1.0,1.0,1–1,Draw,Estadio Nuevo Los Cármenes
2023-2024,2023-12-11,Rayo Vallecano,Celta Vigo,0.0,0.0,0–0,Draw,Estadio del Rayo Vallecano
2023-2024,2023-12-15,Osasuna,Rayo Vallecano,1.0,0.0,1–0,Home Win,Estadio El Sadar
2023-2024,2023-12-16,Celta Vigo,Granada,1.0,0.0,1–0,Home Win,Estadio Abanca Balaídos
2023-2024,2023-12-16,Athletic Club,Atlético Madrid,2.0,0.0,2–0,Home Win,San Mamés
2023-2024,2023-12-16,Sevilla,Getafe,0.0,3.0,0–3,Away Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2023-12-16,Valencia,Barcelona,1.0,1.0,1–1,Draw,Estadio de Mestalla
2023-2024,2023-12-17,Almería,Mallorca,0.0,0.0,0–0,Draw,Power Horse Stadium
2023-2024,2023-12-17,Real Sociedad,Betis,0.0,0.0,0–0,Draw,Reale Arena
2023-2024,2023-12-17,Las Palmas,Cádiz,1.0,1.0,1–1,Draw,Estadio de Gran Canaria
2023-2024,2023-12-17,Real Madrid,Villarreal,4.0,1.0,4–1,Home Win,Estadio Santiago Bernabéu
2023-2024,2023-12-18,Girona,Alavés,3.0,0.0,3–0,Home Win,Estadi Municipal de Montilivi
2023-2024,2023-12-19,Rayo Vallecano,Valencia,0.0,1.0,0–1,Away Win,Estadio del Rayo Vallecano
2023-2024,2023-12-19,Atlético Madrid,Getafe,3.0,3.0,3–3,Draw,Estadio Cívitas Metropolitano
2023-2024,2023-12-19,Granada,Sevilla,0.0,3.0,0–3,Away Win,Estadio Nuevo Los Cármenes
2023-2024,2023-12-20,Barcelona,Almería,3.0,2.0,3–2,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2023-12-20,Athletic Club,Las Palmas,1.0,0.0,1–0,Home Win,San Mamés
2023-2024,2023-12-20,Villarreal,Celta Vigo,3.0,2.0,3–2,Home Win,Estadio de la Cerámica
2023-2024,2023-12-21,Betis,Girona,1.0,1.0,1–1,Draw,Estadio Benito Villamarín
2023-2024,2023-12-21,Cádiz,Real Sociedad,0.0,0.0,0–0,Draw,Estadio Nuevo Mirandilla
2023-2024,2023-12-21,Mallorca,Osasuna,3.0,2.0,3–2,Home Win,Estadi Mallorca Son Moix
2023-2024,2023-12-21,Alavés,Real Madrid,0.0,1.0,0–1,Away Win,Estadio de Mendizorroza
2023-2024,2023-12-23,Atlético Madrid,Sevilla,1.0,0.0,1–0,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-01-02,Getafe,Rayo Vallecano,0.0,2.0,0–2,Away Win,Estadio Cívitas Metropolitano
2023-2024,2024-01-02,Real Sociedad,Alavés,1.0,1.0,1–1,Draw,Reale Arena
2023-2024,2024-01-02,Valencia,Villarreal,3.0,1.0,3–1,Home Win,Estadio de Mestalla
2023-2024,2024-01-03,Granada,Cádiz,2.0,0.0,2–0,Home Win,Estadio Nuevo Los Cármenes
2023-2024,2024-01-03,Real Madrid,Mallorca,1.0,0.0,1–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-01-03,Celta Vigo,Betis,2.0,1.0,2–1,Home Win,Estadio Abanca Balaídos
2023-2024,2024-01-03,Girona,Atlético Madrid,4.0,3.0,4–3,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-01-04,Osasuna,Almería,1.0,0.0,1–0,Home Win,Estadio El Sadar
2023-2024,2024-01-04,Sevilla,Athletic Club,0.0,2.0,0–2,Away Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-01-04,Las Palmas,Barcelona,1.0,2.0,1–2,Away Win,Estadio de Gran Canaria
2023-2024,2024-01-12,Sevilla,Alavés,2.0,3.0,2–3,Away Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-01-13,Las Palmas,Villarreal,3.0,0.0,3–0,Home Win,Estadio de Gran Canaria
2023-2024,2024-01-13,Mallorca,Celta Vigo,1.0,1.0,1–1,Draw,Estadi Mallorca Son Moix
2023-2024,2024-01-13,Athletic Club,Real Sociedad,2.0,1.0,2–1,Home Win,San Mamés
2023-2024,2024-01-13,Betis,Granada,1.0,0.0,1–0,Home Win,Estadio Benito Villamarín
2023-2024,2024-01-14,Almería,Girona,0.0,0.0,0–0,Draw,Power Horse Stadium
2023-2024,2024-01-14,Cádiz,Valencia,1.0,4.0,1–4,Away Win,Estadio Nuevo Mirandilla
2023-2024,2024-01-19,Alavés,Cádiz,1.0,0.0,1–0,Home Win,Estadio de Mendizorroza
2023-2024,2024-01-20,Rayo Vallecano,Las Palmas,0.0,2.0,0–2,Away Win,Estadio del Rayo Vallecano
2023-2024,2024-01-20,Villarreal,Mallorca,1.0,1.0,1–1,Draw,Estadio de la Cerámica
2023-2024,2024-01-20,Valencia,Athletic Club,1.0,0.0,1–0,Home Win,Estadio de Mestalla
2023-2024,2024-01-20,Celta Vigo,Real Sociedad,0.0,1.0,0–1,Away Win,Estadio Abanca Balaídos
2023-2024,2024-01-21,Osasuna,Getafe,3.0,2.0,3–2,Home Win,Estadio El Sadar
2023-2024,2024-01-21,Real Madrid,Almería,3.0,2.0,3–2,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-01-21,Betis,Barcelona,2.0,4.0,2–4,Away Win,Estadio Benito Villamarín
2023-2024,2024-01-21,Girona,Sevilla,5.0,1.0,5–1,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-01-22,Granada,Atlético Madrid,0.0,1.0,0–1,Away Win,Estadio Nuevo Los Cármenes
2023-2024,2024-01-26,Almería,Alavés,0.0,3.0,0–3,Away Win,Power Horse Stadium
2023-2024,2024-01-27,Real Sociedad,Rayo Vallecano,0.0,0.0,0–0,Draw,Reale Arena
2023-2024,2024-01-27,Las Palmas,Real Madrid,1.0,2.0,1–2,Away Win,Estadio de Gran Canaria
2023-2024,2024-01-27,Barcelona,Villarreal,3.0,5.0,3–5,Away Win,Estadi Olímpic Lluís Companys
2023-2024,2024-01-27,Mallorca,Betis,0.0,1.0,0–1,Away Win,Estadi Mallorca Son Moix
2023-2024,2024-01-28,Celta Vigo,Girona,0.0,1.0,0–1,Away Win,Estadio Abanca Balaídos
2023-2024,2024-01-28,Cádiz,Athletic Club,0.0,0.0,0–0,Draw,Estadio Nuevo Mirandilla
2023-2024,2024-01-28,Sevilla,Osasuna,1.0,1.0,1–1,Draw,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-01-28,Atlético Madrid,Valencia,2.0,0.0,2–0,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-01-29,Getafe,Granada,2.0,0.0,2–0,Home Win,Coliseum Alfonso Pérez
2023-2024,2024-01-31,Barcelona,Osasuna,1.0,0.0,1–0,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2024-01-31,Atlético Madrid,Rayo Vallecano,2.0,1.0,2–1,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-02-01,Getafe,Real Madrid,0.0,2.0,0–2,Away Win,Coliseum Alfonso Pérez
2023-2024,2024-02-02,Athletic Club,Mallorca,4.0,0.0,4–0,Home Win,San Mamés
2023-2024,2024-02-03,Valencia,Almería,2.0,1.0,2–1,Home Win,Estadio de Mestalla
2023-2024,2024-02-03,Granada,Las Palmas,1.0,1.0,1–1,Draw,Estadio Nuevo Los Cármenes
2023-2024,2024-02-03,Alavés,Barcelona,1.0,3.0,1–3,Away Win,Estadio de Mendizorroza
2023-2024,2024-02-03,Girona,Real Sociedad,0.0,0.0,0–0,Draw,Estadi Municipal de Montilivi
2023-2024,2024-02-04,Villarreal,Cádiz,0.0,0.0,0–0,Draw,Estadio de la Cerámica
2023-2024,2024-02-04,Osasuna,Celta Vigo,0.0,3.0,0–3,Away Win,Estadio El Sadar
2023-2024,2024-02-04,Betis,Getafe,1.0,1.0,1–1,Draw,Estadio Benito Villamarín
2023-2024,2024-02-04,Real Madrid,Atlético Madrid,1.0,1.0,1–1,Draw,Estadio Santiago Bernabéu
2023-2024,2024-02-05,Rayo Vallecano,Sevilla,1.0,2.0,1–2,Away Win,Estadio del Rayo Vallecano
2023-2024,2024-02-09,Cádiz,Betis,0.0,2.0,0–2,Away Win,Estadio Nuevo Mirandilla
2023-2024,2024-02-10,Alavés,Villarreal,1.0,1.0,1–1,Draw,Estadio de Mendizorroza
2023-2024,2024-02-10,Real Sociedad,Osasuna,0.0,1.0,0–1,Away Win,Reale Arena
2023-2024,2024-02-10,Real Madrid,Girona,4.0,0.0,4–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-02-10,Las Palmas,Valencia,2.0,0.0,2–0,Home Win,Estadio de Gran Canaria
2023-2024,2024-02-11,Getafe,Celta Vigo,3.0,2.0,3–2,Home Win,Coliseum Alfonso Pérez
2023-2024,2024-02-11,Mallorca,Rayo Vallecano,2.0,1.0,2–1,Home Win,Estadi Mallorca Son Moix
2023-2024,2024-02-11,Sevilla,Atlético Madrid,1.0,0.0,1–0,Home Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-02-11,Barcelona,Granada,3.0,3.0,3–3,Draw,Estadi Olímpic Lluís Companys
2023-2024,2024-02-12,Almería,Athletic Club,0.0,0.0,0–0,Draw,Power Horse Stadium
2023-2024,2024-02-16,Villarreal,Getafe,1.0,1.0,1–1,Draw,Estadio de la Cerámica
2023-2024,2024-02-17,Atlético Madrid,Las Palmas,5.0,0.0,5–0,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-02-17,Osasuna,Cádiz,2.0,0.0,2–0,Home Win,Estadio El Sadar
2023-2024,2024-02-17,Celta Vigo,Barcelona,1.0,2.0,1–2,Away Win,Estadio Abanca Balaídos
2023-2024,2024-02-17,Valencia,Sevilla,0.0,0.0,0–0,Draw,Estadio de Mestalla
2023-2024,2024-02-18,Rayo Vallecano,Real Madrid,1.0,1.0,1–1,Draw,Estadio del Rayo Vallecano
2023-2024,2024-02-18,Granada,Almería,1.0,1.0,1–1,Draw,Estadio Nuevo Los Cármenes
2023-2024,2024-02-18,Mallorca,Real Sociedad,1.0,2.0,1–2,Away Win,Estadi Mallorca Son Moix
2023-2024,2024-02-18,Betis,Alavés,0.0,0.0,0–0,Draw,Estadio Benito Villamarín
2023-2024,2024-02-19,Athletic Club,Girona,3.0,2.0,3–2,Home Win,San Mamés
2023-2024,2024-02-23,Real Sociedad,Villarreal,1.0,3.0,1–3,Away Win,Reale Arena
2023-2024,2024-02-24,Barcelona,Getafe,4.0,0.0,4–0,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2024-02-24,Alavés,Mallorca,1.0,1.0,1–1,Draw,Estadio de Mendizorroza
2023-2024,2024-02-24,Almería,Atlético Madrid,2.0,2.0,2–2,Draw,Power Horse Stadium
2023-2024,2024-02-25,Cádiz,Celta Vigo,2.0,2.0,2–2,Draw,Estadio Nuevo Mirandilla
2023-2024,2024-02-25,Betis,Athletic Club,3.0,1.0,3–1,Home Win,Estadio Benito Villamarín
2023-2024,2024-02-25,Las Palmas,Osasuna,1.0,1.0,1–1,Draw,Estadio de Gran Canaria
2023-2024,2024-02-25,Real Madrid,Sevilla,1.0,0.0,1–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-02-26,Girona,Rayo Vallecano,3.0,0.0,3–0,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-03-01,Celta Vigo,Almería,1.0,0.0,1–0,Home Win,Estadio Abanca Balaídos
2023-2024,2024-03-02,Sevilla,Real Sociedad,3.0,2.0,3–2,Home Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-03-02,Rayo Vallecano,Cádiz,1.0,1.0,1–1,Draw,Estadio del Rayo Vallecano
2023-2024,2024-03-02,Getafe,Las Palmas,3.0,3.0,3–3,Draw,Coliseum Alfonso Pérez
2023-2024,2024-03-02,Valencia,Real Madrid,2.0,2.0,2–2,Draw,Estadio de Mestalla
2023-2024,2024-03-03,Villarreal,Granada,5.0,1.0,5–1,Home Win,Estadio de la Cerámica
2023-2024,2024-03-03,Atlético Madrid,Betis,2.0,1.0,2–1,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-03-03,Mallorca,Girona,1.0,0.0,1–0,Home Win,Estadi Mallorca Son Moix
2023-2024,2024-03-03,Athletic Club,Barcelona,0.0,0.0,0–0,Draw,San Mamés
2023-2024,2024-03-04,Osasuna,Alavés,1.0,0.0,1–0,Home Win,Estadio El Sadar
2023-2024,2024-03-08,Barcelona,Mallorca,1.0,0.0,1–0,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2024-03-09,Valencia,Getafe,1.0,0.0,1–0,Home Win,Estadio de Mestalla
2023-2024,2024-03-09,Cádiz,Atlético Madrid,2.0,0.0,2–0,Home Win,Estadio Nuevo Mirandilla
2023-2024,2024-03-09,Granada,Real Sociedad,2.0,3.0,2–3,Away Win,Estadio Nuevo Los Cármenes
2023-2024,2024-03-09,Girona,Osasuna,2.0,0.0,2–0,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-03-10,Alavés,Rayo Vallecano,1.0,0.0,1–0,Home Win,Estadio de Mendizorroza
2023-2024,2024-03-10,Las Palmas,Athletic Club,0.0,2.0,0–2,Away Win,Estadio de Gran Canaria
2023-2024,2024-03-10,Real Madrid,Celta Vigo,4.0,0.0,4–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-03-10,Betis,Villarreal,2.0,3.0,2–3,Away Win,Estadio Benito Villamarín
2023-2024,2024-03-11,Almería,Sevilla,2.0,2.0,2–2,Draw,Power Horse Stadium
2023-2024,2024-03-15,Real Sociedad,Cádiz,2.0,0.0,2–0,Home Win,Reale Arena
2023-2024,2024-03-16,Mallorca,Granada,1.0,0.0,1–0,Home Win,Estadi Mallorca Son Moix
2023-2024,2024-03-16,Osasuna,Real Madrid,2.0,4.0,2–4,Away Win,Estadio El Sadar
2023-2024,2024-03-16,Getafe,Girona,1.0,0.0,1–0,Home Win,Coliseum Alfonso Pérez
2023-2024,2024-03-16,Athletic Club,Alavés,2.0,0.0,2–0,Home Win,San Mamés
2023-2024,2024-03-17,Sevilla,Celta Vigo,1.0,2.0,1–2,Away Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-03-17,Las Palmas,Almería,0.0,1.0,0–1,Away Win,Estadio de Gran Canaria
2023-2024,2024-03-17,Villarreal,Valencia,1.0,0.0,1–0,Home Win,Estadio de la Cerámica
2023-2024,2024-03-17,Rayo Vallecano,Betis,2.0,0.0,2–0,Home Win,Estadio del Rayo Vallecano
2023-2024,2024-03-17,Atlético Madrid,Barcelona,0.0,3.0,0–3,Away Win,Estadio Cívitas Metropolitano
2023-2024,2024-03-29,Cádiz,Granada,1.0,0.0,1–0,Home Win,Estadio Nuevo Mirandilla
2023-2024,2024-03-30,Getafe,Sevilla,0.0,1.0,0–1,Away Win,Coliseum Alfonso Pérez
2023-2024,2024-03-30,Almería,Osasuna,0.0,3.0,0–3,Away Win,Power Horse Stadium
2023-2024,2024-03-30,Valencia,Mallorca,0.0,0.0,0–0,Draw,Estadio de Mestalla
2023-2024,2024-03-30,Barcelona,Las Palmas,1.0,0.0,1–0,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2024-03-31,Celta Vigo,Rayo Vallecano,0.0,0.0,0–0,Draw,Estadio Abanca Balaídos
2023-2024,2024-03-31,Girona,Betis,3.0,2.0,3–2,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-03-31,Alavés,Real Sociedad,0.0,1.0,0–1,Away Win,Estadio de Mendizorroza
2023-2024,2024-03-31,Real Madrid,Athletic Club,2.0,0.0,2–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-04-01,Villarreal,Atlético Madrid,1.0,2.0,1–2,Away Win,Estadio de la Cerámica
2023-2024,2024-04-04,Granada,Valencia,0.0,1.0,0–1,Away Win,Estadio Nuevo Los Cármenes
2023-2024,2024-04-12,Betis,Celta Vigo,2.0,1.0,2–1,Home Win,Estadio Benito Villamarín
2023-2024,2024-04-13,Atlético Madrid,Girona,3.0,1.0,3–1,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-04-13,Rayo Vallecano,Getafe,0.0,0.0,0–0,Draw,Estadio del Rayo Vallecano
2023-2024,2024-04-13,Mallorca,Real Madrid,0.0,1.0,0–1,Away Win,Estadi Mallorca Son Moix
2023-2024,2024-04-13,Cádiz,Barcelona,0.0,1.0,0–1,Away Win,Estadio Nuevo Mirandilla
2023-2024,2024-04-14,Las Palmas,Sevilla,0.0,2.0,0–2,Away Win,Estadio de Gran Canaria
2023-2024,2024-04-14,Granada,Alavés,2.0,0.0,2–0,Home Win,Estadio Nuevo Los Cármenes
2023-2024,2024-04-14,Athletic Club,Villarreal,1.0,1.0,1–1,Draw,San Mamés
2023-2024,2024-04-14,Real Sociedad,Almería,2.0,2.0,2–2,Draw,Reale Arena
2023-2024,2024-04-15,Osasuna,Valencia,0.0,1.0,0–1,Away Win,Estadio El Sadar
2023-2024,2024-04-19,Athletic Club,Granada,1.0,1.0,1–1,Draw,San Mamés
2023-2024,2024-04-20,Celta Vigo,Las Palmas,4.0,1.0,4–1,Home Win,Estadio Abanca Balaídos
2023-2024,2024-04-20,Rayo Vallecano,Osasuna,2.0,1.0,2–1,Home Win,Estadio del Rayo Vallecano
2023-2024,2024-04-20,Valencia,Betis,1.0,2.0,1–2,Away Win,Estadio de Mestalla
2023-2024,2024-04-20,Girona,Cádiz,4.0,1.0,4–1,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-04-21,Getafe,Real Sociedad,1.0,1.0,1–1,Draw,Coliseum Alfonso Pérez
2023-2024,2024-04-21,Almería,Villarreal,1.0,2.0,1–2,Away Win,Power Horse Stadium
2023-2024,2024-04-21,Alavés,Atlético Madrid,2.0,0.0,2–0,Home Win,Estadio de Mendizorroza
2023-2024,2024-04-21,Real Madrid,Barcelona,3.0,2.0,3–2,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-04-22,Sevilla,Mallorca,2.0,1.0,2–1,Home Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-04-26,Real Sociedad,Real Madrid,0.0,1.0,0–1,Away Win,Reale Arena
2023-2024,2024-04-27,Las Palmas,Girona,0.0,2.0,0–2,Away Win,Estadio de Gran Canaria
2023-2024,2024-04-27,Almería,Getafe,1.0,3.0,1–3,Away Win,Power Horse Stadium
2023-2024,2024-04-27,Alavés,Celta Vigo,3.0,0.0,3–0,Home Win,Estadio de Mendizorroza
2023-2024,2024-04-27,Atlético Madrid,Athletic Club,3.0,1.0,3–1,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-04-28,Cádiz,Mallorca,1.0,1.0,1–1,Draw,Estadio Nuevo Mirandilla
2023-2024,2024-04-28,Granada,Osasuna,3.0,0.0,3–0,Home Win,Estadio Nuevo Los Cármenes
2023-2024,2024-04-28,Villarreal,Rayo Vallecano,3.0,0.0,3–0,Home Win,Estadio de la Cerámica
2023-2024,2024-04-28,Betis,Sevilla,1.0,1.0,1–1,Draw,Estadio Benito Villamarín
2023-2024,2024-04-29,Barcelona,Valencia,4.0,2.0,4–2,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2024-05-03,Getafe,Athletic Club,0.0,2.0,0–2,Away Win,Coliseum Alfonso Pérez
2023-2024,2024-05-04,Real Sociedad,Las Palmas,2.0,0.0,2–0,Home Win,Reale Arena
2023-2024,2024-05-04,Real Madrid,Cádiz,3.0,0.0,3–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-05-04,Girona,Barcelona,4.0,2.0,4–2,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-05-04,Mallorca,Atlético Madrid,0.0,1.0,0–1,Away Win,Estadi Mallorca Son Moix
2023-2024,2024-05-05,Osasuna,Betis,0.0,2.0,0–2,Away Win,Estadio El Sadar
2023-2024,2024-05-05,Celta Vigo,Villarreal,3.0,2.0,3–2,Home Win,Estadio Abanca Balaídos
2023-2024,2024-05-05,Valencia,Alavés,0.0,1.0,0–1,Away Win,Estadio de Mestalla
2023-2024,2024-05-05,Sevilla,Granada,3.0,0.0,3–0,Home Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-05-05,Rayo Vallecano,Almería,0.0,1.0,0–1,Away Win,Estadio del Rayo Vallecano
2023-2024,2024-05-10,Alavés,Girona,2.0,2.0,2–2,Draw,Estadio de Mendizorroza
2023-2024,2024-05-11,Mallorca,Las Palmas,1.0,0.0,1–0,Home Win,Estadi Mallorca Son Moix
2023-2024,2024-05-11,Villarreal,Sevilla,3.0,2.0,3–2,Home Win,Estadio de la Cerámica
2023-2024,2024-05-11,Granada,Real Madrid,0.0,4.0,0–4,Away Win,Estadio Nuevo Los Cármenes
2023-2024,2024-05-11,Athletic Club,Osasuna,2.0,2.0,2–2,Draw,San Mamés
2023-2024,2024-05-12,Cádiz,Getafe,1.0,0.0,1–0,Home Win,Estadio Nuevo Mirandilla
2023-2024,2024-05-12,Atlético Madrid,Celta Vigo,1.0,0.0,1–0,Home Win,Estadio Cívitas Metropolitano
2023-2024,2024-05-12,Valencia,Rayo Vallecano,0.0,0.0,0–0,Draw,Estadio de Mestalla
2023-2024,2024-05-12,Betis,Almería,3.0,2.0,3–2,Home Win,Estadio Benito Villamarín
2023-2024,2024-05-13,Barcelona,Real Sociedad,2.0,0.0,2–0,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2024-05-14,Osasuna,Mallorca,1.0,1.0,1–1,Draw,Estadio El Sadar
2023-2024,2024-05-14,Real Madrid,Alavés,5.0,0.0,5–0,Home Win,Estadio Santiago Bernabéu
2023-2024,2024-05-14,Girona,Villarreal,0.0,1.0,0–1,Away Win,Estadi Municipal de Montilivi
2023-2024,2024-05-15,Rayo Vallecano,Granada,2.0,1.0,2–1,Home Win,Estadio del Rayo Vallecano
2023-2024,2024-05-15,Sevilla,Cádiz,0.0,1.0,0–1,Away Win,Estadio Ramón Sánchez Pizjuán
2023-2024,2024-05-15,Celta Vigo,Athletic Club,2.0,1.0,2–1,Home Win,Estadio Abanca Balaídos
2023-2024,2024-05-15,Getafe,Atlético Madrid,0.0,3.0,0–3,Away Win,Coliseum Alfonso Pérez
2023-2024,2024-05-16,Las Palmas,Betis,2.0,2.0,2–2,Draw,Estadio de Gran Canaria
2023-2024,2024-05-16,Almería,Barcelona,0.0,2.0,0–2,Away Win,Power Horse Stadium
2023-2024,2024-05-16,Real Sociedad,Valencia,1.0,0.0,1–0,Home Win,Reale Arena
2023-2024,2024-05-18,Alavés,Getafe,1.0,0.0,1–0,Home Win,Estadio de Mendizorroza
2023-2024,2024-05-19,Villarreal,Real Madrid,4.0,4.0,4–4,Draw,Estadio de la Cerámica
2023-2024,2024-05-19,Mallorca,Almería,2.0,2.0,2–2,Draw,Estadi Mallorca Son Moix
2023-2024,2024-05-19,Cádiz,Las Palmas,0.0,0.0,0–0,Draw,Estadio Nuevo Mirandilla
2023-2024,2024-05-19,Betis,Real Sociedad,0.0,2.0,0–2,Away Win,Estadio Benito Villamarín
2023-2024,2024-05-19,Barcelona,Rayo Vallecano,3.0,0.0,3–0,Home Win,Estadi Olímpic Lluís Companys
2023-2024,2024-05-19,Valencia,Girona,1.0,3.0,1–3,Away Win,Estadio de Mestalla
2023-2024,2024-05-19,Atlético Madrid,Osasuna,1.0,4.0,1–4,Away Win,Estadio Cívitas Metropolitano
2023-2024,2024-05-19,Granada,Celta Vigo,1.0,2.0,1–2,Away Win,Estadio Nuevo Los Cármenes
2023-2024,2024-05-19,Athletic Club,Sevilla,2.0,0.0,2–0,Home Win,San Mamés
2023-2024,2024-05-24,Girona,Granada,7.0,0.0,7–0,Home Win,Estadi Municipal de Montilivi
2023-2024,2024-05-25,Osasuna,Villarreal,1.0,1.0,1–1,Draw,Estadio El Sadar
2023-2024,2024-05-25,Real Sociedad,Atlético Madrid,0.0,2.0,0–2,Away Win,Reale Arena
2023-2024,2024-05-25,Almería,Cádiz,6.0,1.0,6–1,Home Win,Power Horse Stadium
2023-2024,2024-05-25,Rayo Vallecano,Athletic Club,0.0,1.0,0–1,Away Win,Estadio del Rayo Vallecano
2023-2024,2024-05-25,Real Madrid,Betis,0.0,0.0,0–0,Draw,Estadio Santiago Bernabéu
2023-2024,2024-05-26,Getafe,Mallorca,1.0,2.0,1–2,Away Win,Coliseum Alfonso Pérez
2023-2024,2024-05-26,Las Palmas,Alavés,1.0,1.0,1–1,Draw,Estadio de Gran Canaria
2023-2024,2024-05-26,Celta Vigo,Valencia,2.0,2.0,2–2,Draw,Estadio Abanca Balaídos
2023-2024,2024-05-26,Sevilla,Barcelona,1.0,2.0,1–2,Away Win,Estadio Ramón Sánchez Pizjuán
2024-2025,2024-08-15,Athletic Club,Getafe,1.0,1.0,1–1,Draw,San Mamés
2024-2025,2024-08-15,Betis,Girona,1.0,1.0,1–1,Draw,Estadio Benito Villamarín
2024-2025,2024-08-16,Celta Vigo,Alavés,2.0,1.0,2–1,Home Win,Estadio Abanca Balaídos
2024-2025,2024-08-16,Las Palmas,Sevilla,2.0,2.0,2–2,Draw,Estadio de Gran Canaria
2024-2025,2024-08-17,Osasuna,Leganés,1.0,1.0,1–1,Draw,Estadio El Sadar
2024-2025,2024-08-17,Valencia,Barcelona,1.0,2.0,1–2,Away Win,Estadio de Mestalla
2024-2025,2024-08-18,Real Sociedad,Rayo Vallecano,1.0,2.0,1–2,Away Win,Reale Arena
2024-2025,2024-08-18,Mallorca,Real Madrid,1.0,1.0,1–1,Draw,Estadi Mallorca Son Moix
2024-2025,2024-08-19,Valladolid,Espanyol,1.0,0.0,1–0,Home Win,Estadio Municipal José Zorrilla
2024-2025,2024-08-19,Villarreal,Atlético Madrid,2.0,2.0,2–2,Draw,Estadio de la Cerámica
2024-2025,2024-08-23,Celta Vigo,Valencia,3.0,1.0,3–1,Home Win,Estadio Abanca Balaídos
